Item_ID,Effect_1,Effect_2,Effect_3,Effect_4,Effect_5,Effect_6,Effect_7,Effect_8,Effect_9,Effect_10,Effect_11,Effect_12,Effect_13,Effect_14,Effect_15,Effect_16,Effect_17,Effect_18,Effect_19,Effect_20,Effect_21,Effect_22,Effect_23,Effect_24,Effect_25,Effect_26,Effect_27,Effect_28,Effect_29,Effect_30,Effect_31,Effect_32,Effect_33,Effect_34,Effect_35,Effect_36,Effect_37,Effect_38,Effect_39,Effect_40
10763,939_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10764,939_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10765,939_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10766,939_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10767,939_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10768,939_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10769,939_?_?,939_?_?,939_?_?,939_?_?,939_?_?,939_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10770,939_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10771,939_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10772,939_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10773,939_2013_2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10774,939_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10775,939_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10776,939_2594_2594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10777,939_2593_2593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10778,939_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10779,939_2598_2598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10780,939_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10781,939_2930_2930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10782,939_2639_2639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10783,939_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10784,125_1_1,174_1_1,983_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10785,125_1_1,174_1_1,983_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10792,110_10_10,983_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10793,110_10_10,983_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10794,125_1_1,174_1_1,983_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10795,110_10_10,983_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10796,110_10_10,983_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10797,95_2_4,125_1_1,983_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10798,254_1_1,983_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10799,125_1_1,174_1_1,983_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10800,125_1_1,174_1_1,983_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10801,125_1_1,174_1_1,983_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10802,800_?_?,808_64_64,983_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10804,983_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10805,197_1_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10809,939_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10811,939_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10818,100_1_4,174_10_10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10825,149_?_?,811_2_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10826,805_64_64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10827,193_?_?,110_50_50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10828,244_1_7,240_1_7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10829,130_21_30,100_9_14,125_6_10,174_21_30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10830,138_11_15,174_31_40,125_11_15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10832,621_0_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10833,193_?_?,110_250_250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10834,125_6_10,174_11_15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10836,123_21_30,112_2_3,117_1_1,111_1_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10838,811_1_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10839,905_0_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10840,110_50_50,193_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10841,811_1_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10842,149_2329_2329,811_1_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10843,805_64_64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10844,146_?_?,811_1_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10846,125_41_50,138_21_30,117_1_1,158_101_150,174_201_250,148_616_616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10847,126_16_20,178_1_2,128_1_1,182_1_1,983_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10848,118_16_20,125_21_30,128_1_1,182_1_1,983_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10849,125_31_40,126_21_25,115_3_4,112_2_3,983_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10850,118_26_35,125_41_50,138_11_15,117_1_1,983_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10851,125_41_50,123_21_30,117_1_1,158_251_300,983_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10852,126_21_25,111_1_1,174_101_150,983_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10853,123_16_20,112_1_1,111_1_1,182_1_1,983_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10854,118_16_20,124_16_20,112_1_2,983_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10855,124_11_15,123_16_20,115_2_3,138_6_10,983_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10856,99_11_15,98_4_6,983_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10857,97_13_19,983_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10858,96_12_22,983_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10860,850_0_0,983_64_64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10861,851_0_0,983_64_64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10862,852_0_0,983_64_64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10863,800_?_?,808_64_64,983_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10864,800_?_?,808_64_64,983_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10865,800_?_?,808_64_64,983_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10866,800_?_?,808_64_64,983_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10871,983_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10872,983_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10873,983_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10874,983_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10883,939_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10884,939_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10885,939_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10886,939_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10887,983_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10888,983_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10889,983_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10890,983_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10891,983_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10892,983_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10893,983_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10894,983_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10895,983_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10896,983_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10897,983_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10898,983_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10899,100_11_17,983_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10900,983_64_64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10901,983_64_64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10904,128_1_1,138_21_30,724_15_15,983_64_64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10906,983_64_64,252_1_1,251_1_1,253_1_1,250_1_1,254_1_1,724_14_14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10908,983_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10910,983_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10911,193_?_?,825_0_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10912,222_6_6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10913,222_7_7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10914,222_8_8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10915,805_64_64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10916,805_64_64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10920,983_64_64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10921,983_64_64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10922,724_16_16,983_64_64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10923,724_17_17,983_64_64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10924,724_18_18,983_64_64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10925,724_19_19,983_64_64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10926,724_?_?,983_64_64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10927,724_?_?,983_64_64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10928,724_?_?,983_64_64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10929,724_?_?,983_64_64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10930,724_?_?,983_64_64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10931,724_?_?,983_64_64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10932,724_20_20,983_64_64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10933,724_21_21,983_64_64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10934,724_22_22,983_64_64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10935,724_23_23,983_64_64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10936,724_24_24,983_64_64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10937,724_25_25,983_64_64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10938,724_26_26,983_64_64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10939,724_27_27,983_64_64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10940,724_28_28,983_64_64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10941,724_29_29,983_64_64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10942,724_?_?,983_64_64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10943,724_?_?,983_64_64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10944,724_?_?,983_64_64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10945,724_?_?,983_64_64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10946,724_?_?,983_64_64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10947,724_?_?,983_64_64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10948,724_30_30,983_64_64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10949,724_31_31,983_64_64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10950,724_32_32,983_64_64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10951,724_33_33,983_64_64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10952,724_34_34,983_64_64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10953,724_35_35,983_64_64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10954,724_36_36,983_64_64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10955,124_6_10,119_16_20,983_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10956,125_21_25,119_16_20,138_6_10,983_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10957,119_16_20,112_2_3,983_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10958,119_16_20,117_1_1,983_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10959,98_21_25,125_26_30,119_26_30,983_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10960,983_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10961,983_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10966,149_?_?,811_1_1,785_0_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10967,193_?_?,110_10_10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10968,149_?_?,811_1_1,146_66_66,785_0_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10969,193_?_?,110_21_40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10971,158_201_250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10972,148_?_?,811_1_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10974,208_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10985,800_?_?,808_64_64,983_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10991,983_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11010,939_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11011,800_?_?,808_64_64,983_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11036,939_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11049,126_16_20,117_1_1,983_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11050,124_11_15,126_16_20,983_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11051,125_41_50,126_11_15,983_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11052,243_2_3,174_31_40,126_16_20,124_6_10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11055,118_21_30,158_151_200,240_7_9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11056,118_21_30,124_6_10,244_7_9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11057,118_21_30,125_21_30,174_151_200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11058,118_16_20,112_2_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11063,983_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11064,983_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11065,983_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11066,983_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067,983_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11068,983_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11069,983_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11072,983_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11073,983_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11074,983_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11075,983_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11100,222_9_9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11465,800_?_?,808_64_64,806_0_0,807_0_0,983_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11467,939_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11468,983_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11471,983_64_64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11472,983_64_64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11473,983_64_64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11477,983_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11480,983_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11482,983_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11485,983_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11487,983_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11489,983_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11490,983_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11491,983_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11492,983_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11493,983_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11494,983_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11495,983_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11496,983_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11497,983_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11498,983_64_64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11499,983_64_64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11500,983_64_64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11501,983_64_64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11508,197_1_1,785_1_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11509,197_1_1,785_1_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11510,197_1_1,785_1_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11539,100_16_34,92_4_6,91_4_6,125_251_300,118_31_50,123_31_50,124_21_35,176_21_25,212_5_7,213_5_7,112_5_7,182_1_1,115_2_3,,,,,,,,,,,,,,,,,,,,,,,,,,,
11542,174_551_650,125_201_250,118_41_60,123_41_60,138_11_15,226_21_30,124_21_30,176_11_20,210_6_10,214_6_10,112_6_10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11543,125_151_200,118_21_40,123_21_40,124_21_35,176_11_20,210_5_7,212_5_7,112_3_5,115_1_2,117_1_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11544,174_201_300,125_151_200,126_21_40,119_21_40,138_11_15,241_6_10,124_26_35,176_11_20,214_6_10,112_6_10,178_3_5,182_1_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11545,125_201_250,118_31_50,123_31_50,138_11_15,226_21_30,240_6_10,124_21_30,176_21_30,211_6_10,112_6_10,182_1_1,115_2_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11546,111_1_1,174_151_250,125_201_250,126_31_50,119_31_50,138_11_15,244_2_5,243_6_10,124_21_35,176_21_30,112_6_10,115_2_3,117_1_1,,,,,,,,,,,,,,,,,,,,,,,,,,,
11547,128_1_1,125_201_250,126_31_50,119_31_50,138_11_15,226_16_25,124_21_30,176_21_30,211_6_10,213_6_10,112_6_10,115_2_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11548,125_251_300,126_41_60,119_41_60,124_21_35,176_16_25,211_6_10,212_6_10,112_6_10,178_5_7,182_1_1,115_2_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11549,194_30000_30000,983_64_64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11550,811_0_0,2156_26_26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11551,811_0_0,2156_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11552,153_200_200,157_200_200,155_200_200,154_200_200,152_200_200,811_0_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11554,800_?_?,808_64_64,806_0_0,807_0_0,983_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11555,983_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11556,983_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11557,983_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11567,628_?_?,628_?_?,628_?_?,628_?_?,628_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11568,628_492_492,628_?_?,628_?_?,628_?_?,628_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11573,110_250_250,139_75_75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11574,110_400_400,139_150_150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11621,983_64_64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11623,983_64_64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11702,800_?_?,808_64_64,806_0_0,807_0_0,983_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11703,983_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11706,983_?_?,939_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11707,983_64_64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11708,983_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11709,983_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11710,983_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11711,800_?_?,808_64_64,806_0_0,807_0_0,983_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11712,983_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11713,983_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11714,983_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11715,800_?_?,808_64_64,983_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11717,724_37_37,983_64_64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11719,800_?_?,808_64_64,806_0_0,807_0_0,983_64_64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11723,939_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11724,983_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11725,983_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11726,983_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11727,800_?_?,808_64_64,806_0_0,807_0_0,983_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11729,800_?_?,808_64_64,806_0_0,807_0_0,983_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
